id,timestamp,headline,source,corridor,risk_score,severity,summary,url
EVT_0658,2026-08-20T08:00:00Z,Us needs to put up or shut up in red sea as blinken repeats consequences threat after houthis largest attack yet expert,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0659,2026-08-20T08:00:00Z,Un security council demands immediate end houthi red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0660,2026-08-20T08:00:00Z,01 11 us and uk hint at military action after largest red sea attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0661,2026-08-20T08:00:00Z,.senior snp figures urge pm recall parliament red sea attacks speculation,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,6.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0662,2026-08-20T08:00:00Z,.pm holds full cabinet call amid speculation strike red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0663,2026-08-20T08:00:00Z,Airstrikes against yemens iranian backed houthi for red sea attacks could come at anytime,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0664,2026-08-20T08:00:00Z,Tesla shutting down berlin factory for 2 weeks due to red sea shipping attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0665,2026-08-20T08:00:00Z,Global trade drops 1 3 on red sea attacks ifw kiel institute,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0666,2026-08-20T08:00:00Z,.president biden says strikes show us will not tolerate red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0667,2026-08-20T08:00:00Z,Iran captures american oil tanker st nicholas in gulf of oman white house condemns seizure,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0668,2026-08-20T08:00:00Z,Us british militaries launch massive retaliatory strike against iranian backed houthis in yemen,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0669,2026-08-20T08:00:00Z,Us uk air strikes pound yemen after weeks red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0670,2026-08-20T08:00:00Z,Tesla puts german factory production on hold as red sea attacks disrupt supply chains,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0671,2026-08-20T08:00:00Z,Mil osi global red sea crisis expert unpacks houthi attacks and other security threats,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0672,2026-08-20T08:00:00Z,Jaishankar to visit iran amidst middle east crises,LLaMA Ground Truth / Other,Other,4.0,MEDIUM,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0673,2026-08-20T08:00:00Z,Uk ready to strike houthis again if red sea attacks continue says david cameron,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0674,2026-08-20T08:00:00Z,Biden warns of more strikes on yemens houthis if red sea attacks persist,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0675,2026-08-20T08:00:00Z,India iran discuss expanding bilateral and multilateral ties,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0676,2026-08-20T08:00:00Z,Red sea attack fears disrupt global trade patterns,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0677,2026-08-20T08:00:00Z,Sectors most exposed to disruption from red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0678,2026-08-20T08:00:00Z,Michelin reduces tire production after red sea attacks delay rubber shipments,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0679,2026-08-20T08:00:00Z,Morning briefing mahua moitra asked to vacate govt residence iran pak diplomatic crisis after strike all latest,LLaMA Ground Truth / Other,Other,5.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0680,2026-08-20T08:00:00Z,Mea iran strikes pakistan understand actions that countries take self defense jaish al adl terror bases latest,LLaMA Ground Truth / Other,Other,6.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0681,2026-08-20T08:00:00Z,01 17 us relists houthis as terror organization in response to red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0682,2026-08-20T08:00:00Z,Red sea attacks choke global trade as regional tensions grow,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0683,2026-08-20T08:00:00Z,Operation marg bar sarmachar pakistans air strikes on iran and its sole objective,LLaMA Ground Truth / Other,Other,6.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0684,2026-08-20T08:00:00Z,Red sea attacks reverberate in food and ag trade,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0685,2026-08-20T08:00:00Z,Red sea attacks spur claims of beijings diversion strategy,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0686,2026-08-20T08:00:00Z,Four senior members of irans elite security forces killed in air strike in syria,LLaMA Ground Truth / Other,Other,7.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0687,2026-08-20T08:00:00Z,Royal caribbean msc cancel cruises due to red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0688,2026-08-20T08:00:00Z,Red sea attacks surpassing covid pandemic,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0689,2026-08-20T08:00:00Z,Red sea attacks hurt chinese exporters even houthis promise not bomb chinese ships,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0690,2026-08-20T08:00:00Z,Article uk and us sanction senior houthis over red sea shipping attacks,LLaMA Ground Truth / Sanctions Policy,Other,6.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0691,2026-08-20T08:00:00Z,Uk and us sanction houthi rebels in a bid to stop red sea ship attacks,LLaMA Ground Truth / Sanctions Policy,Other,6.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0692,2026-08-20T08:00:00Z,U s and uk sanction four yemeni houthi leaders over red sea shipping attacks,LLaMA Ground Truth / Sanctions Policy,Other,6.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0693,2026-08-20T08:00:00Z,Global trade being disrupted by red sea attacks war in ukraine says un,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0694,2026-08-20T08:00:00Z,Red sea crisis houthi attacks raising prices worldwide,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0695,2026-08-20T08:00:00Z,Russias gazprom neft sees no need for extra opec oil output cuts,LLaMA Ground Truth / OPEC/Production,Other,3.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0696,2026-08-20T08:00:00Z,Red sea crisis no disruption in oil flows only freight up says hpcl head,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,5.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0697,2026-08-20T08:00:00Z,Us fires on houthi missile hours after trafigura oil tanker attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0698,2026-08-20T08:00:00Z,Three us service members killed 34 wounded in jordan drone attack linked to iran,LLaMA Ground Truth / Other,Other,7.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0699,2026-08-20T08:00:00Z,Hms diamond struck in red sea houthi attack grant shapps reaction,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0700,2026-08-20T08:00:00Z,Indian navy frees iranian fishing boat hijacked off somalia,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,4.0,MEDIUM,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0701,2026-08-20T08:00:00Z,3 boats approach british oil tanker yemen coast possible houthi attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0702,2026-08-20T08:00:00Z,Us set to reimpose venezuela oil sanctions over election disqualifications,LLaMA Ground Truth / Sanctions Policy,Other,5.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0703,2026-08-20T08:00:00Z,Us shoots down houthi anti ship missile in latest red sea attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0704,2026-08-20T08:00:00Z,India iran discuss development of cooperation between two countries,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0705,2026-08-20T08:00:00Z,Eu aims to launch a red sea naval mission within 3 weeks to protect ships from rebel attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0706,2026-08-20T08:00:00Z,Eu to launch red sea naval mission to protect ships from rebel attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0707,2026-08-20T08:00:00Z,Still thinking about it european mission to tackle red sea attacks three weeks away,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,6.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0708,2026-08-20T08:00:00Z,Opec oil output falls in january on new cuts libya survey,LLaMA Ground Truth / OPEC/Production,Other,4.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0709,2026-08-20T08:00:00Z,Defence indian navy foils piracy attempt on cargo vessel along east coast of somalia,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,5.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0710,2026-08-20T08:00:00Z,Indian navy foils yet another piracy attempt rescues pak iranian crew,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,5.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0711,2026-08-20T08:00:00Z,Report indian navy foils piracy bid on fishing vessel near somalia coast rescues 11 iranian 8 pak nationals,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,5.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0712,2026-08-20T08:00:00Z,Indian oil majors to invest rs 12 lakh crore in next financial year,LLaMA Ground Truth / Infrastructure,Other,2.0,LOW,"Energy infrastructure capacity, repair or development",https://krude.energy/intelligence
EVT_0713,2026-08-20T08:00:00Z,Russias energy elite indian officials try to keep oil flowing,LLaMA Ground Truth / India-Russia Trade,Other,4.0,MEDIUM,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0714,2026-08-20T08:00:00Z,Indias russian oil import hits 12 month low but long term appetite remains intact,LLaMA Ground Truth / India-Russia Trade,Other,4.0,MEDIUM,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0715,2026-08-20T08:00:00Z,Oil prices hold steady amidst blinken s middle east visit,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0716,2026-08-20T08:00:00Z,Pm modi courts global ceos for investment in oil gas sector,LLaMA Ground Truth / Infrastructure,Other,3.0,MEDIUM,"Energy infrastructure capacity, repair or development",https://krude.energy/intelligence
EVT_0717,2026-08-20T08:00:00Z,Multi tracking projects across indian railways to minimize logistics cost reduce oil imports and lower co2 emissions,LLaMA Ground Truth / Infrastructure,Other,3.0,MEDIUM,"Energy infrastructure capacity, repair or development",https://krude.energy/intelligence
EVT_0718,2026-08-20T08:00:00Z,Opec output witnesses biggest drop in six months falling short of agreed cuts platts survey,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0719,2026-08-20T08:00:00Z,Israeli drone strike in lebanon kills 2 as tensions across middle east grow israel hamas war palestine gaza jordan houthi rebels yemen red sea military operations strikes drone attack syrian border,LLaMA Ground Truth / Other,Other,6.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0720,2026-08-20T08:00:00Z,Imf world bank warn gaza war red sea attacks imperil global economy,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0721,2026-08-20T08:00:00Z,Is there a tea shortage red sea attacks supply issues,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,6.0,HIGH,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0722,2026-08-20T08:00:00Z,Greek shipper star bulk will avoid red sea over yemen houthi attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0723,2026-08-20T08:00:00Z,Iran oil tankers sanctions,LLaMA Ground Truth / Sanctions Policy,Other,5.0,HIGH,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0724,2026-08-20T08:00:00Z,Seafarers can refuse to sail through red sea as houthis step up attacks industry,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0725,2026-08-20T08:00:00Z,Houthi rebels claim responsibility for oil tanker attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0726,2026-08-20T08:00:00Z,Un agency says suez canal disruption reshaping worlds trade routes,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0727,2026-08-20T08:00:00Z,.houthi red sea attacks trade live animals middle east,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0728,2026-08-20T08:00:00Z,Houthis to deploy submarine weapons in red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0729,2026-08-20T08:00:00Z,Red sea attacks hike shipping insurance rates,LLaMA Ground Truth / Other Maritime Route,Other,8.0,CRITICAL,Freight or war-risk insurance cost moving on corridor risk,https://krude.energy/intelligence
EVT_0730,2026-08-20T08:00:00Z,Us and british strikes on houthi sites in yemen answer militants surge in red sea attacks on ships,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0731,2026-08-20T08:00:00Z,Us and british strike 18 different houthi targets in yemen red sea attacks gulf of aden missile strike cargo vessel surge in attacks israel hamas war palestine gaza middle east,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0732,2026-08-20T08:00:00Z,Houthis nearly strike oil tanker in gulf of aden us coalition forces take out more one way attack drones,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0733,2026-08-20T08:00:00Z,Us sanctions iran deputy commander houthi member iranian oil,LLaMA Ground Truth / Sanctions Policy,Other,5.0,HIGH,"Sanctions tightened, extended or threatened",https://krude.energy/intelligence
EVT_0734,2026-08-20T08:00:00Z,Uk cargo ship sinking in red sea after houthi attack,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,8.0,CRITICAL,Confirmed attack on Red Sea or Gulf of Aden shipping,https://krude.energy/intelligence
EVT_0735,2026-08-20T08:00:00Z,Reckitt says red sea attacks having small impact on freight rates,LLaMA Ground Truth / Other Maritime Route,Other,5.0,HIGH,Freight or war-risk insurance cost moving on corridor risk,https://krude.energy/intelligence
EVT_0736,2026-08-20T08:00:00Z,Ieas technical delegation meets iranian presidential adviser in chabahar,LLaMA Ground Truth / Other,Other,2.0,LOW,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0737,2026-08-20T08:00:00Z,Opecplus members extend oil output cuts to second quarter,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0738,2026-08-20T08:00:00Z,Number of opec countries extend oil production cuts,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0739,2026-08-20T08:00:00Z,Oil nudges higher after opec extends output cuts,LLaMA Ground Truth / OPEC/Production,Other,4.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0740,2026-08-20T08:00:00Z,Oil steadies after opec extends output cuts as expected,LLaMA Ground Truth / OPEC/Production,Other,4.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0741,2026-08-20T08:00:00Z,The commodities feed opec agrees to extend output cuts,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0742,2026-08-20T08:00:00Z,Oil prices surge after opec extends output cuts,LLaMA Ground Truth / OPEC/Production,Other,5.0,HIGH,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0743,2026-08-20T08:00:00Z,India cautious on contracted russian oil as us sanctions bite,LLaMA Ground Truth / Sanctions Policy,Other,5.0,HIGH,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0744,2026-08-20T08:00:00Z,Saudi arabia modifies oil prices amid extension of opec output cuts,LLaMA Ground Truth / OPEC/Production,Other,4.0,MEDIUM,OPEC or producer output policy,https://krude.energy/intelligence
EVT_0745,2026-08-20T08:00:00Z,Oil price hold gains on upbeat china trade data,LLaMA Ground Truth / Other,Other,3.0,MEDIUM,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0746,2026-08-20T08:00:00Z,Us helping india get lower prices for russian oil,LLaMA Ground Truth / India-Russia Trade,Other,2.0,LOW,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0747,2026-08-20T08:00:00Z,As us cracks down on russian oil shippers india expects no real supply sanction risk,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0748,2026-08-20T08:00:00Z,Us strikes yemens hodeidah airport after houthi red sea attacks,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,9.0,CRITICAL,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0749,2026-08-20T08:00:00Z,Russia plans to defend oil and gas facilities with missile systems,LLaMA Ground Truth / Infrastructure,Other,6.0,HIGH,"Energy infrastructure incident, outage or attack",https://krude.energy/intelligence
EVT_0750,2026-08-20T08:00:00Z,Indian state refiner signs 4 month deal with bp to buy us oil,LLaMA Ground Truth / Other,Other,2.0,LOW,India crude sourcing or supplier development,https://krude.energy/intelligence
EVT_0751,2026-08-20T08:00:00Z,Red sea attacks could push more cargo to port of vancouver after record year ceo,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,6.0,HIGH,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0752,2026-08-20T08:00:00Z,Red sea attacks could make port of vancouver even busier after record year,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,6.0,HIGH,Carriers rerouting or suspending Red Sea transits,https://krude.energy/intelligence
EVT_0753,2026-08-20T08:00:00Z,Indian navy frees iranian fishing vessel hijacked by pirates rescues 23 pakistani crew members,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,5.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0754,2026-08-20T08:00:00Z,Asia crude imports surge as china india snap up russian oil,LLaMA Ground Truth / India-Russia Trade,Other,3.0,MEDIUM,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0755,2026-08-20T08:00:00Z,U s growth pushes oil prices higher amid supply concerns,LLaMA Ground Truth / Other,Other,4.0,MEDIUM,Oil price move driven by supply risk,https://krude.energy/intelligence
EVT_0756,2026-08-20T08:00:00Z,No issues encountered with oil payment from india russia foreign ministry,LLaMA Ground Truth / India-Russia Trade,Other,3.0,MEDIUM,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0757,2026-08-20T08:00:00Z,Russia continues to remain indias top crude supplier imports rise 7 in march,LLaMA Ground Truth / India-Russia Trade,Other,3.0,MEDIUM,India-Russia crude trade development,https://krude.energy/intelligence
EVT_0758,2026-08-20T08:00:00Z,Twenty seven die militant attack iran security forces,LLaMA Ground Truth / Other,Other,5.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0759,2026-08-20T08:00:00Z,Irans oil exports sail to record post sanctions q1 as second panama flagged tanker exodus underway,LLaMA Ground Truth / Sanctions Policy,Other,4.0,MEDIUM,Sanctions policy development affecting oil trade,https://krude.energy/intelligence
EVT_0760,2026-08-20T08:00:00Z,Eu red sea navy mission commander hopes more ships repel houthi attacks%c2%a0,LLaMA Ground Truth / Red Sea,Bab-el-Mandeb,7.0,HIGH,Naval or military response in the Red Sea,https://krude.energy/intelligence
EVT_0761,2026-08-20T08:00:00Z,Iran says it can close hormuz strait views israeli presence in uae as threat,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Threat to close or restrict passage through Hormuz,https://krude.energy/intelligence
EVT_0762,2026-08-20T08:00:00Z,Iran threatens strike on israeli soil in next 24 48 hours says us intel,LLaMA Ground Truth / Other,Other,7.0,HIGH,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0763,2026-08-20T08:00:00Z,.iran blamed armed men attack ship near strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0764,2026-08-20T08:00:00Z,Iranian commandos seize an israeli linked container ship near strait of hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0765,2026-08-20T08:00:00Z,Iran seizes container ship strait of hormuz israel,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0766,2026-08-20T08:00:00Z,Iran s irgc seizes israel linked container ship near hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0767,2026-08-20T08:00:00Z,Irans revolutionary guard seizes a container ship near strait of hormuz amid tensions with israel,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0768,2026-08-20T08:00:00Z,Irans revolutionary guard near strait of hormuz se,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0769,2026-08-20T08:00:00Z,Fgn29 iran hormuz ship,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0770,2026-08-20T08:00:00Z,Fgn28 newsalert iran hormuz ship raid,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0771,2026-08-20T08:00:00Z,Vessel seized strait of hormuz gulf uae uk agency report,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0772,2026-08-20T08:00:00Z,Israel iran attacks ship seizure strait hormuz,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0773,2026-08-20T08:00:00Z,Iran seizes cargo ship in strait of hormuz after threats to close waterway,LLaMA Ground Truth / Hormuz,Hormuz,9.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0774,2026-08-20T08:00:00Z,Indian airlines avoiding iranian airspace amid rising tensions between iran israel,LLaMA Ground Truth / Hormuz,Hormuz,6.0,HIGH,Airspace or route avoidance signalling Gulf conflict risk,https://krude.energy/intelligence
EVT_0775,2026-08-20T08:00:00Z,Iranian forces seize israeli affiliated ship near strait of hormuz in escalating tension commandos middle east israel hamas war gaza strip palestine president joe biden persian gulf gulf of oman guard navy ship,LLaMA Ground Truth / Hormuz,Hormuz,8.0,CRITICAL,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0776,2026-08-20T08:00:00Z,Benjamin netanyahu vows response against iran s drone attack israel claims to have intercepted over 300 missiles,LLaMA Ground Truth / Other,Other,8.0,CRITICAL,Geopolitical escalation bearing on oil corridors,https://krude.energy/intelligence
EVT_0777,2026-08-20T08:00:00Z,Foreign flag ship was headed for indian port through strait of hormuz admiral hari kumar,LLaMA Ground Truth / Hormuz,Hormuz,7.0,HIGH,Vessel attacked or seized at the Strait of Hormuz,https://krude.energy/intelligence
EVT_0778,2026-08-20T08:00:00Z,External affairs ministry seeks release of 17 indians on board cargo ship seized by iran,LLaMA Ground Truth / Tanker Incident,Other,6.0,HIGH,"Aftermath of vessel incident, crew or release status",https://krude.energy/intelligence
